t,w,x,y,z,ax,ay,az
15,0.9937,-0.0768,0.0742,-0.0336,-0.0984,-0.1558,1.0681
16,0.994,-0.0743,0.0716,-0.0368,-0.0691,-0.1517,1.0851
15,0.994,-0.0707,0.0721,-0.0417,-0.1102,-0.1538,1.0284
16,0.9939,-0.0681,0.074,-0.0451,-0.1359,-0.1544,0.9611
15,0.9937,-0.0682,0.0745,-0.0475,-0.1031,-0.1793,0.9404
17,0.9937,-0.0702,0.0719,-0.049,-0.0798,-0.1984,0.9637
15,0.9938,-0.0726,0.0684,-0.0495,-0.0637,-0.2096,1.0155
16,0.9938,-0.0732,0.0662,-0.05,-0.0762,-0.2009,1.045
15,0.994,-0.0731,0.0636,-0.0499,-0.0898,-0.1908,1.035
16,0.9942,-0.0728,0.061,-0.05,-0.1094,-0.1854,0.9891
15,0.9943,-0.0732,0.0589,-0.0498,-0.1298,-0.1713,0.9448
15,0.9943,-0.0753,0.0566,-0.0491,-0.1166,-0.177,0.9529
16,0.9943,-0.0767,0.054,-0.0491,-0.0875,-0.1814,0.9885
15,0.9945,-0.077,0.0511,-0.0488,-0.0778,-0.1753,1.0111
16,0.9947,-0.0767,0.0483,-0.0485,-0.0671,-0.1743,1.0209
15,0.9949,-0.0757,0.0466,-0.0475,-0.0811,-0.1709,1.0238
16,0.9951,-0.0745,0.0447,-0.046,-0.0555,-0.1742,1.0269
15,0.9954,-0.0734,0.0418,-0.0443,-0.0243,-0.1735,1.0474
17,0.9958,-0.0718,0.0363,-0.0419,-0.0063,-0.1794,1.0673
15,0.9963,-0.0694,0.0314,-0.0396,-0.0083,-0.1803,1.069
17,0.9966,-0.0669,0.0276,-0.0368,-0.0114,-0.1793,1.058
15,0.997,-0.0649,0.0234,-0.0335,-0.0033,-0.1757,1.0388
17,0.9973,-0.0638,0.0173,-0.0297,0.0151,-0.1643,1.0255
15,0.9976,-0.0634,0.0093,-0.026,0.0349,-0.1575,1.0112
16,0.9977,-0.0627,0.0015,-0.0219,0.0212,-0.1515,0.9873
15,0.9979,-0.0626,-0.0052,-0.0173,0.0217,-0.1445,0.9717
15,0.9979,-0.0629,-0.0101,-0.0129,0.0232,-0.1271,0.9692
16,0.9978,-0.0634,-0.0151,-0.0079,0.0464,-0.1331,0.9587
15,0.9977,-0.063,-0.0206,-0.0029,0.058,-0.1439,0.9495
16,0.9977,-0.0613,-0.0254,0.0013,0.0322,-0.1372,0.9408
15,0.9979,-0.0587,-0.0277,0.0048,-0.0291,-0.1008,0.9443
17,0.9979,-0.0569,-0.0302,0.0095,-0.0671,-0.0667,0.9619
15,0.9977,-0.0562,-0.0334,0.0146,-0.0177,-0.0789,0.9604
17,0.9977,-0.0543,-0.034,0.0173,0.0264,-0.0862,0.9634
15,0.998,-0.0512,-0.0325,0.0186,0.0114,-0.074,0.9672
17,0.9982,-0.048,-0.0301,0.02,-0.0128,-0.0597,0.9611
15,0.9983,-0.0457,-0.0273,0.022,-0.0566,-0.0548,0.9445
17,0.9983,-0.0455,-0.0259,0.0258,-0.0867,-0.0615,0.9259
15,0.998,-0.0469,-0.0269,0.0302,-0.0376,-0.0656,0.9315
15,0.9979,-0.0482,-0.0266,0.032,0.0144,-0.0629,0.9696
15,0.998,-0.0485,-0.0246,0.0319,0.0216,-0.0645,1.0059
15,0.9981,-0.0479,-0.0211,0.0315,-0.0122,-0.0658,1.0256
15,0.9982,-0.0472,-0.0168,0.0318,-0.0454,-0.0668,1.0419
15,0.9982,-0.0475,-0.0118,0.0325,-0.0563,-0.0717,1.0754
16,0.9982,-0.0484,-0.0074,0.0337,-0.0455,-0.0876,1.0985
15,0.9981,-0.0496,-0.0019,0.0349,-0.0126,-0.1021,1.1073
17,0.998,-0.0517,0.0063,0.0355,-0.0043,-0.1027,1.1387
15,0.9978,-0.0543,0.0119,0.0359,-0.0017,-0.1138,1.1875
17,0.9976,-0.057,0.0112,0.0372,0.032,-0.123,1.2153
15,0.9974,-0.0605,0.0079,0.0386,0.0243,-0.1151,1.2427
17,0.9971,-0.0634,0.0046,0.0407,0.0326,-0.1088,1.2877
15,0.9971,-0.0635,0.0028,0.0412,0.076,-0.1195,1.299
16,0.9973,-0.0616,0.0028,0.0391,0.0909,-0.1245,1.2365
15,0.9974,-0.0621,0.0059,0.0352,0.0472,-0.1177,1.1451
16,0.9973,-0.066,0.0123,0.0305,0.0188,-0.1177,1.0817
15,0.9969,-0.0711,0.0199,0.0252,0.0017,-0.1187,1.0448
15,0.9966,-0.0767,0.0214,0.0219,-0.0505,-0.1302,1.0278
15,0.9963,-0.0816,0.0121,0.0229,-0.05,-0.1459,1.0059
15,0.9959,-0.0869,0.002,0.0231,-0.0217,-0.1599,0.9746
17,0.9954,-0.0924,-0.0034,0.0217,-0.0173,-0.1624,0.952
15,0.9949,-0.0978,-0.006,0.0206,-0.0359,-0.1315,0.9587
17,0.9944,-0.1024,-0.0115,0.022,-0.0095,-0.1272,1.011
15,0.9943,-0.1028,-0.0178,0.0227,0.0363,-0.1537,0.9974
17,0.9943,-0.1019,-0.0231,0.0223,0.0472,-0.1707,0.9052
15,0.994,-0.1034,-0.0268,0.0217,0.0422,-0.168,0.8558
16,0.9938,-0.1052,-0.0297,0.0212,0.0564,-0.1725,0.864
15,0.9935,-0.1062,-0.0345,0.0206,0.0813,-0.1974,0.8625
16,0.9932,-0.1072,-0.0394,0.0192,0.0552,-0.2155,0.8801
15,0.9932,-0.1077,-0.0411,0.0177,0.0155,-0.2161,0.9131
16,0.9931,-0.1081,-0.0419,0.0164,0.0314,-0.2169,0.9115
15,0.993,-0.1089,-0.0426,0.0141,0.0778,-0.2169,0.8889
15,0.9927,-0.1107,-0.0458,0.0115,0.1173,-0.2316,0.8688
16,0.9924,-0.1123,-0.0488,0.0082,0.121,-0.2335,0.8755
15,0.9922,-0.1127,-0.0512,0.0052,0.1068,-0.236,0.8833
16,0.9923,-0.1125,-0.051,0.0018,0.084,-0.2413,0.9038
15,0.9924,-0.1122,-0.0498,-0.0016,0.0682,-0.2672,0.9261
17,0.9923,-0.1119,-0.0516,-0.0045,0.0797,-0.2767,0.929
15,0.9921,-0.1117,-0.0563,-0.0075,0.0856,-0.2507,0.9341
16,0.9921,-0.1119,-0.056,-0.0114,0.0261,-0.2278,0.938
15,0.9922,-0.1127,-0.0512,-0.0139,-0.0256,-0.2271,0.9215
16,0.9924,-0.1135,-0.0447,-0.0146,-0.0378,-0.2356,0.9285
15,0.9926,-0.1135,-0.0403,-0.014,-0.0023,-0.248,0.9338
16,0.9927,-0.1135,-0.0384,-0.0137,0.0499,-0.2567,0.8943
15,0.9925,-0.1148,-0.0398,-0.0139,0.0768,-0.2557,0.8875
16,0.9921,-0.1163,-0.0428,-0.0146,0.0905,-0.2489,0.9271
16,0.9919,-0.1168,-0.0453,-0.0162,0.0746,-0.2333,0.9658
16,0.9919,-0.1164,-0.0475,-0.0173,0.0477,-0.2324,0.9591
16,0.9918,-0.1165,-0.0493,-0.0176,0.0206,-0.2465,0.9088
15,0.9916,-0.118,-0.0498,-0.0167,-0.0027,-0.2516,0.8771
16,0.9914,-0.1197,-0.0496,-0.0154,0.0256,-0.2469,0.8892
15,0.9913,-0.1207,-0.0502,-0.015,0.0776,-0.2469,0.9091
15,0.9913,-0.1205,-0.051,-0.0156,0.0977,-0.2489,0.9124
15,0.9914,-0.1195,-0.0505,-0.0164,0.0691,-0.2494,0.8989
16,0.9915,-0.1194,-0.0497,-0.0157,0.0325,-0.2561,0.8798
15,0.9915,-0.1201,-0.0491,-0.014,0.037,-0.2524,0.8862
16,0.9915,-0.12,-0.0489,-0.0127,0.0795,-0.236,0.9208
15,0.9916,-0.1183,-0.0488,-0.0128,0.1239,-0.2247,0.9323
16,0.9919,-0.1163,-0.0486,-0.0137,0.1133,-0.2253,0.9038
16,0.9921,-0.1145,-0.0491,-0.0137,0.0663,-0.2225,0.8662
16,0.9924,-0.1125,-0.0486,-0.0123,0.0125,-0.2095,0.8584
16,0.9927,-0.11,-0.048,-0.0092,0.0095,-0.2008,0.8677
16,0.9931,-0.1069,-0.0477,-0.0068,0.054,-0.1981,0.8802
16,0.9936,-0.1024,-0.0471,-0.0061,0.092,-0.1921,0.8759
15,0.9942,-0.097,-0.0453,-0.0067,0.0802,-0.1987,0.8364
16,0.9946,-0.0927,-0.0453,-0.006,0.0291,-0.2068,0.8104
15,0.9948,-0.09,-0.0478,-0.0029,-0.0022,-0.2104,0.8221
15,0.995,-0.0874,-0.0477,0.0007,0.0377,-0.1998,0.8618
15,0.9954,-0.0835,-0.0471,0.0038,0.1031,-0.1895,0.9072
16,0.9957,-0.0779,-0.0494,0.0062,0.1344,-0.2007,0.8901
15,0.9958,-0.0724,-0.0536,0.009,0.0475,-0.1949,0.8256
16,0.9958,-0.0696,-0.0573,0.0156,-0.0511,-0.1626,0.8138
16,0.9958,-0.0674,-0.057,0.0239,0.0021,-0.1331,0.8651
16,0.996,-0.0627,-0.0546,0.0299,0.1158,-0.1235,0.9335
16,0.9965,-0.0554,-0.0533,0.0333,0.1508,-0.1199,0.9607
16,0.9967,-0.0474,-0.0538,0.0369,0.0743,-0.1134,0.9338
16,0.9966,-0.0415,-0.0557,0.0432,0.0304,-0.1116,0.9041
16,0.9963,-0.038,-0.057,0.05,0.1082,-0.1364,0.915
16,0.9963,-0.0355,-0.056,0.053,0.2277,-0.1439,0.9503
16,0.9966,-0.0329,-0.0541,0.0524,0.2673,-0.1249,1.0282
15,0.997,-0.0272,-0.0507,0.0505,0.2318,-0.0754,1.093
15,0.9977,-0.0192,-0.0422,0.0482,0.1323,-0.0422,1.0889
15,0.9982,-0.0123,-0.0336,0.0479,0.0659,-0.0411,1.0107
15,0.9983,-0.0087,-0.0282,0.0492,0.0747,-0.0392,0.9464
15,0.9983,-0.0081,-0.0264,0.0507,0.1125,-0.0317,0.9567
15,0.9982,-0.008,-0.0271,0.0516,0.1191,-0.0057,1.0137
16,0.9982,-0.0075,-0.0273,0.0525,0.0847,0.033,1.077
16,0.9982,-0.0062,-0.0236,0.0532,0.0627,0.0437,1.1171
16,0.9984,-0.0045,-0.0179,0.0529,0.0947,0.0286,1.1154
16,0.9985,-0.0038,-0.0154,0.0513,0.1191,0.0155,1.109
16,0.9987,-0.0035,-0.0128,0.0482,0.1094,0.0293,1.1284
16,0.999,-0.002,-0.0075,0.0443,0.0735,0.03,1.1517
16,0.9991,0.0014,-0.0019,0.0403,0.0724,0.02,1.1089
16,0.9993,0.0034,0.0026,0.036,0.0646,0.0166,1.0425
16,0.9995,0.0022,0.0042,0.0326,0.028,0.0214,1.0135
15,0.9995,-0.0015,0.0026,0.0309,-0.0144,0.0287,1.0485
15,0.9995,-0.0049,0.0022,0.0298,-0.0206,0.0425,1.1052
15,0.9996,-0.0071,0.0075,0.0267,-0.0166,0.0468,1.1245
15,0.9996,-0.0096,0.0124,0.0236,-0.0413,0.0563,1.1144
15,0.9996,-0.0151,0.0116,0.0221,-0.0238,0.0299,1.0807
16,0.9995,-0.0233,0.0106,0.0183,0.0214,-0.0105,1.0072
16,0.9995,-0.0257,0.009,0.0159,0.0157,-0.0192,1.1892
16,0.9996,-0.0192,0.011,0.0118,0.0316,0.0027,1.1918
16,0.9998,-0.0146,0.0131,0.0065,0.0236,-0.0083,1.1206
16,0.9998,-0.0135,0.0124,0.001,-0.0292,-0.0369,1.0973
16,0.9998,-0.0137,0.011,-0.0036,-0.0179,-0.0754,1.0494
16,0.9998,-0.0135,0.0082,-0.0084,0.0292,-0.0743,1.0227
16,0.9998,-0.011,0.0101,-0.0135,-0.0256,-0.0291,1.0203
15,0.9997,-0.0083,0.0154,-0.0156,-0.093,-0.0013,1.0044
16,0.9997,-0.0072,0.0157,-0.0154,-0.0693,0.0087,1.0079
15,0.9997,-0.0065,0.0154,-0.0147,-0.0505,-0.0027,0.9957
16,0.9998,-0.0059,0.0155,-0.0142,-0.0497,-0.0146,0.9972
15,0.9997,-0.0052,0.0163,-0.0142,-0.0482,-0.0244,1.0012
16,0.9998,-0.0048,0.0159,-0.014,-0.0436,-0.0254,0.9994
15,0.9998,-0.0046,0.0154,-0.0139,-0.0399,-0.0204,1.002
16,0.9998,-0.0042,0.0157,-0.0141,-0.0404,-0.017,1.0034
15,0.9997,-0.0038,0.0168,-0.0145,-0.0385,-0.0199,1.0006
16,0.9997,-0.0036,0.0173,-0.0146,-0.0353,-0.0232,0.9956
16,0.9997,-0.0034,0.0167,-0.0143,-0.0334,-0.0198,0.9929
16,0.9998,-0.0029,0.0157,-0.0142,-0.0333,-0.0125,0.9921
16,0.9998,-0.0024,0.0146,-0.0141,-0.0323,-0.0032,0.9886
15,0.9998,-0.0012,0.0083,-0.014,-0.0616,-0.0072,0.9357
16,0.9999,0.002,-0.0012,-0.0138,-0.0017,-0.0013,1.0052
15,0.9999,0.0026,-0.0012,-0.0139,0.007,0.0016,1.0253
16,0.9999,0.0026,-0.0012,-0.0139,0.0044,-0.0023,1.0052
15,0.9999,0.0025,-0.0012,-0.0139,0.0016,-0.0034,1.0042
17,0.9999,0.0025,-0.0012,-0.0138,0.0027,-0.0004,1.0039
15,0.9999,0.0026,-0.0012,-0.0138,0.0022,0.0006,0.9999
17,0.9999,0.0026,-0.0013,-0.0138,0.0016,0.0024,1.0016
15,0.9999,0.0026,-0.0015,-0.0138,0.0007,0.0055,0.9996
16,0.9999,0.0026,-0.0017,-0.0139,0.0005,0.0054,0.9968
15,0.9999,0.0026,-0.0018,-0.0139,-0.0004,0.0021,0.9971
16,0.9999,0.0027,-0.002,-0.014,-0.0013,0.0099,0.9919
16,0.9999,0.0027,-0.0021,-0.014,-0.0006,0.0024,0.9934
15,0.9999,0.0026,-0.002,-0.0139,-0.0002,-0.0027,1.0046
16,0.9999,0.0026,-0.002,-0.0137,0.0013,0.0009,1.011
15,0.9999,0.0026,-0.002,-0.0136,0.007,0.0116,1.0012
16,0.9999,0.0027,-0.0019,-0.0137,0.0084,0.014,1.0072
15,0.9999,0.0027,-0.0015,-0.0139,0.0065,0.0048,0.9963
17,0.9999,0.0025,-0.0012,-0.0139,0.0016,-0.005,0.9905
15,0.9999,0.0024,-0.0011,-0.0139,-0.0007,-0.0057,1.0012
17,0.9999,0.0024,-0.001,-0.0138,-0.0005,-0.0009,0.9934
15,0.9999,0.0024,-0.001,-0.0138,0,0.0026,1.0009
17,0.9999,0.0024,-0.001,-0.0138,0.0004,0.0023,0.9985
15,0.9999,0.0024,-0.001,-0.0138,0.0009,0.0004,0.9974
16,0.9999,0.0023,-0.001,-0.0138,0.001,-0.0001,1.0007
15,0.9999,0.0023,-0.001,-0.0138,0.0013,0.0004,0.9969
15,0.9999,0.0023,-0.0011,-0.0138,0.0004,0.0009,1.0004
15,0.9999,0.0023,-0.001,-0.0138,-0.0011,0.0009,0.9982
15,0.9999,0.0022,-0.001,-0.0138,-0.0013,0.0001,0.9979
16,0.9999,0.0022,-0.001,-0.0138,-0.0009,-0.0002,0.9995
15,0.9999,0.0022,-0.001,-0.0138,0,0.0005,0.9985
16,0.9999,0.0021,-0.001,-0.0138,0.0002,0,1
15,0.9999,0.0021,-0.001,-0.0138,0,-0.0005,0.9991
17,0.9999,0.0021,-0.001,-0.0138,0.0004,-0.0007,0.9993
15,0.9999,0.0021,-0.001,-0.0138,0.0013,-0.0001,0.9991
17,0.9999,0.002,-0.001,-0.0138,0.0013,0.0004,0.999
15,0.9999,0.002,-0.001,-0.0138,0.001,0.0006,1
17,0.9999,0.002,-0.001,-0.0138,0.0007,0.0011,1.0001
15,0.9999,0.002,-0.001,-0.0137,0.0007,0.0013,1.0002
17,0.9999,0.002,-0.001,-0.0137,0.0011,0.001,0.9999
15,0.9999,0.002,-0.001,-0.0137,0.0009,0.0007,0.9993
15,0.9999,0.0019,-0.001,-0.0137,0.0004,0.0006,0.9993
15,0.9999,0.0019,-0.001,-0.0137,0,0.0001,0.9999
15,0.9999,0.0019,-0.001,-0.0137,0,0,0.9999
16,0.9999,0.0019,-0.001,-0.0137,0.0009,0.0004,1.0005
15,0.9999,0.0018,-0.001,-0.0137,0.0006,0.0002,1.0011
17,0.9999,0.0018,-0.001,-0.0137,0.0002,-0.0001,1.0011
15,0.9999,0.0018,-0.001,-0.0137,0.0005,0.0001,1.0002
17,0.9999,0.0018,-0.001,-0.0137,0.0005,0.0006,0.9993
15,0.9999,0.0018,-0.001,-0.0137,0.001,0.0011,0.9988
17,0.9999,0.0018,-0.001,-0.0137,0.0018,0.0015,0.999
15,0.9999,0.0018,-0.001,-0.0137,0.0028,0.0011,1.001
17,0.9999,0.0018,-0.001,-0.0137,0.0024,0.0005,0.9995
15,0.9999,0.0017,-0.001,-0.0137,0.0024,0.0002,0.999
16,0.9999,0.0017,-0.0011,-0.0137,0.0029,-0.0002,0.9976
15,0.9999,0.0016,-0.0011,-0.0137,0.0013,-0.0009,1.001
15,0.9999,0.0016,-0.001,-0.0137,-0.0012,0,0.9991
15,0.9999,0.0016,-0.001,-0.0136,-0.0026,0.001,0.9982
15,0.9999,0.0016,-0.001,-0.0136,-0.0013,0.0005,0.9971
16,0.9999,0.0016,-0.001,-0.0136,-0.0004,0,1.0028
15,0.9999,0.0016,-0.001,-0.0136,0,0.0015,1.0009
17,0.9999,0.0016,-0.001,-0.0136,0,0.0029,0.998
15,0.9999,0.0016,-0.001,-0.0136,-0.0005,0.0034,1.0011
17,0.9999,0.0016,-0.0009,-0.0137,-0.0006,0.0021,0.9966
15,0.9999,0.0016,-0.0009,-0.0137,0.0009,-0.0009,0.998
17,0.9999,0.0016,-0.0009,-0.0137,0.0026,-0.0023,0.9966
15,0.9999,0.0015,-0.001,-0.0137,0.0016,-0.0028,0.9969
16,0.9999,0.0015,-0.0011,-0.0136,-0.0002,-0.0004,0.9983
15,0.9999,0.0016,-0.0014,-0.0136,-0.0012,0.0028,0.9957
16,0.9999,0.0016,-0.0017,-0.0137,0.002,0.0059,0.996
15,0.9999,0.002,-0.002,-0.0137,0.0055,0.0181,0.9543
16,0.9999,0.002,-0.0023,-0.0139,0.0089,0.0112,0.9645
16,0.9999,0.0018,-0.0024,-0.0139,0.004,-0.0006,0.9818
15,0.9999,0.0016,-0.0024,-0.0137,-0.0002,-0.0093,0.9894
16,0.9999,0.0016,-0.0025,-0.0135,-0.0031,-0.0037,1.0009
15,0.9999,0.0017,-0.0024,-0.0134,-0.0021,0.0085,1.004
17,0.9999,0.0019,-0.0023,-0.0134,-0.002,0.0134,1.0054
15,0.9999,0.0019,-0.0018,-0.0136,0.0005,0.0076,1.001
